pathway	external_id	source	hgnc_symbol_ids
Lysine degradation - Homo sapiens (human)	path:hsa00310	KEGG	COLGALT2,EZH1,HADHA,BBOX1,ALDH3A2,KMT5C,KMT5A,KMT2A,SETD1A,SETD1B,KMT5B,HADH,GCDH,EHMT1,OGDH,EHMT2,KMT2E,AASS,PLOD3,PLOD1,ACAT1,ACAT2,PLOD2,OGDHL,SETDB1,SETDB2,KMT2C,KMT2B,PHYKPL,AADAT,SETMAR,KMT2D,SUV39H1,EZH2,SUV39H2,COLGALT1,ALDH9A1,HYKK,ALDH1B1,SETD3,SETD2,EHHADH,SETD7,CAMKMT,ALDH7A1,DOT1L,PIPOX,DLST,ALDH2,ECHS1,PRDM6,PRDM7,PRDM2,NSD1,NSD3,NSD2,ASH1L,PRDM9,TMLHE
Vitamin digestion and absorption - Homo sapiens (human)	path:hsa04977	KEGG	PNLIP,SLC5A6,APOA4,APOA1,AWAT2,SLC19A3,SLC52A3,APOB,LRAT,LMBRD1,SLC46A1,CUBN,GIF,RBP2,MMACHC,PLB1,SCARB1,TCN2,SLC23A1,BTD,FOLH1,SLC19A2,ABCC1,SLC19A1
Sulfur relay system - Homo sapiens (human)	path:hsa04122	KEGG	CTU2,URM1,MOCS3,MOCS2,MPST,CTU1,NFS1,TST
Propanoate metabolism - Homo sapiens (human)	path:hsa00640	KEGG	MUT,PCCB,PCCA,LDHAL6B,LDHAL6A,ABAT,ACADM,HADHA,ACAT1,ACAT2,MCEE,LDHA,LDHB,LDHC,ACACA,ACACB,ACSS3,ACSS2,ACSS1,SUCLG2,ALDH6A1,SUCLG1,EHHADH,MLYCD,SUCLA2,DLD,DBT,ECHS1,BCKDHB,BCKDHA,HIBCH,ECHDC1
Ubiquitin mediated proteolysis - Homo sapiens (human)	path:hsa04120	KEGG	UBE2Q1,UBE2Q2,WWP2,UBE2J1,UBE2J2,WWP1,HUWE1,PPIL2,NHLRC1,STUB1,MAP3K1,ANAPC11,ANAPC10,ANAPC13,CUL5,CUL7,CUL1,CUL2,CUL3,CBLC,CBLB,UBE2R2,MDM2,UBR5,KLHL9,UBE4B,UBE4A,SOCS1,SOCS3,FZR1,FBXO4,XIAP,RBX1,FBXW11,TRIM32,UBE2D4,UBE2D2,UBE2D3,UBE2D1,UBE2L6,UBE2L3,SMURF1,SMURF2,CDC16,RNF7,UBE3B,UBE3C,UBE3A,UBE2E1,UBE2E3,UBE2E2,HERC1,UBA7,HERC3,HERC2,UBA2,UBA3,UBA1,ANAPC1,ANAPC2,ANAPC5,ANAPC4,ANAPC7,UBE2I,UBE2H,UBE2K,UBE2M,UBE2O,UBE2N,UBE2A,CDC26,UBE2C,UBE2B,CDC23,CBL,CDC20,UBE2Z,UBE2S,UBE2U,UBE2W,HERC4,CDC34,FBXO2,ELOB,ELOC,SYVN1,SKP2,SKP1,NEDD4,FBXW8,PML,DDB1,FBXW7,KLHL13,SIAH1,TRIM37,PRKN,DDB2,DET1,FANCL,UBE2NL,PIAS2,KEAP1,PIAS1,PIAS4,MGRN1,PIAS3,ERCC8,BRCA1,ITCH,BIRC8,BIRC7,BIRC6,BIRC3,BIRC2,VHL,UBE2F,UBE2QL1,MID1,RCHY1,PRPF19,CDC27,COP1,UBE2G2,UBE2G1,UBOX5,TRAF6,UBA6,RHOBTB2,RHOBTB1,TRIP12,AIRE,BTRC,CUL4A,NEDD4L,SAE1,CUL4B
Phenylalanine, tyrosine and tryptophan biosynthesis - Homo sapiens (human)	path:hsa00400	KEGG	TAT,GOT2,IL4I1,GOT1,PAH
Breast cancer - Homo sapiens (human)	path:hsa05224	KEGG	AKT1,AKT2,AKT3,ARAF,EGF,TP53,DVL3,BRCA1,GADD45A,GADD45B,PIK3CD,GADD45G,MYC,FGFR1,ERBB2,IGF1R,BRCA2,SHC1,SHC2,SHC3,SP1,KRAS,CCND1,TCF7L1,TCF7L2,BAK1,PTEN,GRB2,APC,WNT7A,WNT7B,TNFSF11,CDKN1A,HES5,FZD10,KIT,POLK,FOS,JUN,PIK3R3,PIK3R2,PIK3R1,MTOR,GSK3B,TCF7,IGF1,NCOA3,FZD2,NCOA1,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,ESR2,CSNK1A1,ESR1,FRAT1,FRAT2,PIK3CA,WNT5B,WNT5A,FGF22,PIK3CB,FGF20,FGF21,WNT3A,SOS2,FLT4,RAF1,FZD1,HEYL,FZD3,FZD4,FZD5,FZD6,FZD7,FZD8,FZD9,RPS6KB1,RPS6KB2,MAPK3,FGF19,FGF18,DDB2,NFKB2,FGF10,FGF17,FGF16,DLL1,FGF23,DLL4,E2F3,LEF1,HEY2,HEY1,CSNK1A1L,LRP6,WNT10A,SOS1,LRP5,WNT3,WNT2,WNT1,WNT6,WNT4,MAPK1,CDK4,CDK6,SHC4,WNT10B,EGFR,BAX,CTNNB1,MAP2K2,MAP2K1,AXIN2,AXIN1,NRAS,RB1,DVL2,WNT8A,WNT8B,DVL1,PGR,JAG2,JAG1,WNT9B,WNT2B,HES1,APC2,HRAS,E2F2,E2F1,NOTCH4,NOTCH1,NOTCH2,NOTCH3,DLL3,BRAF,WNT9A,WNT16,WNT11
Type I diabetes mellitus - Homo sapiens (human)	path:hsa04940	KEGG	HLA-F,HLA-C,HLA-B,HLA-A,HLA-G,IL12B,IL12A,IL1A,IL1B,GAD1,GAD2,HLA-DRA,CD80,ICA1,CD86,HSPD1,HLA-DQB1,PTPRN2,HLA-DPB1,HLA-E,CD28,IFNG,HLA-DRB3,HLA-DRB1,CPE,HLA-DRB4,HLA-DRB5,LTA,TNF,FASLG,PRF1,GZMB,INS,IL2,HLA-DOA,HLA-DOB,FAS,HLA-DPA1,PTPRN,HLA-DMB,HLA-DQA1,HLA-DQA2,HLA-DMA
ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	KEGG	SHC4,PTK2,CRKL,SRC,CDKN1B,HRAS,MAPK8,EGFR,MAP2K1,PRKCA,AKT1,BAD,AKT3,MAPK10,CBL,MAP2K4,ABL1,CRK,ABL2,RAF1,EGF,SOS1,RPS6KB2,ERBB4,CBLB,MAPK3,ELK1,PIK3CA,PIK3CB,SHC3,NRAS,ARAF,PIK3CD,HBEGF,SOS2,MAPK1,PIK3R3,PIK3R2,PIK3R1,NRG1,MYC,MAPK9,CDKN1A,BRAF,ERBB2,ERBB3,PRKCB,SHC1,SHC2,RPS6KB1,CAMK2D,MAP2K7,CAMK2G,GSK3B,CAMK2A,CAMK2B,AREG,JUN,MTOR,PRKCG,GAB1,NRG3,KRAS,NRG2,TGFA,NCK1,NCK2,PLCG2,BUB1B-PAK6,AKT2,PLCG1,NRG4,MAP2K2,STAT5B,STAT5A,GRB2,EIF4EBP1,EREG,BTC,PAK4,PAK5,PAK6,PAK1,PAK2,PAK3
Phagosome - Homo sapiens (human)	path:hsa04145	KEGG	TAP1,SFTPD,TAP2,ACTG1,CD36,FCGR1A,CANX,MSR1,MRC1,MRC2,CTSS,TUBA3E,TUBA3D,ATP6AP1,SFTPA2,SFTPA1,ATP6V0D2,ATP6V0D1,FCAR,HLA-DPB1,RAB5A,RAB5C,RAB5B,HLA-DRB3,HLA-DRB1,HLA-DRB4,HLA-DRB5,ATP6V1H,PIK3C3,TUBB4B,TUBB4A,TLR2,COLEC12,TLR4,COLEC11,ACTB,SCARB1,ATP6V1D,ATP6V1F,ATP6V1A,RILP,HLA-C,HLA-B,HLA-A,HLA-G,HLA-F,HLA-E,CD209,MARCO,CLEC7A,TUBA1C,TUBA1B,TUBA1A,THBS2,THBS3,THBS1,TFRC,HLA-DQB1,TLR6,RAB7B,RAB7A,ITGAM,TUBB8,PIKFYVE,TUBB6,TUBB3,TUBB1,TUBA3C,DYNC1LI1,DYNC1LI2,HGS,TUBB2A,TUBB2B,TUBAL3,THBS4,MPO,TUBB,ITGAV,TCIRG1,CD14,ATP6V1G3,ATP6V0A1,ATP6V1G1,NCF2,NCF1,TUBA8,NCF4,DYNC1H1,SEC61G,DYNC2H1,C3,ITGA2,ATP6V0B,ATP6V0C,ATP6V0E1,PLA2R1,COMP,VAMP3,ITGA5,LAMP2,LAMP1,ATP6V1E1,STX7,ATP6V1E2,STX12,HLA-DOA,HLA-DOB,HLA-DPA1,STX18,FCGR3A,FCGR3B,CORO1A,CTSL,MBL2,ATP6V0A4,HLA-DRA,EEA1,DYNC1I2,ATP6V1B1,ATP6V1B2,ATP6V1G2,ITGB1,NOS1,ITGB3,ITGB2,ITGB5,ATP6V0A2,RAC1,FCGR2B,FCGR2C,FCGR2A,CYBB,CYBA,ATP6V1C2,TUBA4A,SEC61B,ATP6V1C1,SEC22B,CLEC4M,OLR1,CALR,SEC61A1,DYNC1I1,SEC61A2,C1R,ATP6V0E2,M6PR,HLA-DMB,HLA-DQA1,HLA-DQA2,HLA-DMA
Starch and sucrose metabolism - Homo sapiens (human)	path:hsa00500	KEGG	PGM2L1,PGM1,AGL,G6PC3,G6PC2,GYG1,UGP2,GPI,HKDC1,MGAM,PYGB,GYG2,GBE1,GBA3,PYGL,PYGM,GAA,AMY2A,AMY2B,HK2,HK3,GCK,HK1,ENPP3,PGM2,ENPP1,GYS1,GANC,GYS2,TREH,G6PC,MGAM2,SI,AMY1A,AMY1C,AMY1B
Peroxisome - Homo sapiens (human)	path:hsa04146	KEGG	EPHX2,ACSL1,DDO,PEX11G,PAOX,PMVK,PRDX5,GNPAT,SCP2,PECR,PRDX1,CAT,PEX19,AGPS,IDH1,CRAT,PEX10,SLC25A17,AGXT,PEX13,PEX12,ACOX3,PEX14,PEX16,MVK,ECH1,EHHADH,DHRS4,DAO,CROT,XDH,HACL1,ACAA1,PEX5L,ABCD1,ABCD3,ABCD2,HSD17B4,ABCD4,PEX1,NOS2,PEX6,SOD2,PEX26,SOD1,HMGCL,IDH2,MPV17,HMGCLL1,NUDT7,NUDT12,AMACR,PEX11B,MPV17L2,ACOT8,HAO1,PXMP2,NUDT19,PXMP4,PHYH,MLYCD,PEX11A,PEX3,PEX2,PEX5,PEX7,MPV17L,ACOX2,ACSL3,ACOX1,ACSL6,ACSL4,ACSL5,PIPOX,ECI2,SLC27A2,FAR1,DHRS4L1,FAR2,DECR2,HAO2,BAAT,GSTK1
Protein processing in endoplasmic reticulum - Homo sapiens (human)	path:hsa04141	KEGG	RPN1,RPN2,HSPA6,UBE2J2,HSPA2,HSPA8,MAN1B1,CASP12,MARCH6,TXNDC5,CANX,UBE2J1,HSPA5,HYOU1,STUB1,NFE2L2,TUSC3,DERL2,MAP3K5,HSP90AB1,NSFL1C,CAPN1,UFD1,CUL1,UBE2G2,DDIT3,DNAJC10,ERLEC1,SEC24D,SEC24A,EDEM3,SEC24C,SEC24B,MAN1A1,MAN1A2,DNAJA2,UBE4B,DNAJA1,MBTPS2,MBTPS1,RNF185,BAK1,ATF4,RBX1,WFS1,UBE2D4,UBE2D2,UBE2D3,HSP90B1,UBE2D1,DERL1,PREB,NGLY1,TRAM1,ATXN3L,HSPH1,DNAJB12,DNAJB11,DERL3,RRBP1,OS9,DNAJC5B,ERP29,SEC13,HSPA4L,DNAJC5G,STT3B,STT3A,RNF5,DNAJC5,MOGS,DNAJC1,DNAJC3,EIF2AK4,ATXN3,BAG2,GANAB,BAG1,RAD23B,EDEM1,RAD23A,FBXO2,PRKCSH,MAPK10,FBXO6,NPLOC4,SEC23A,SEC23B,SKP1,DNAJB2,CRYAA2,SYVN1,MAPK8,MAPK9,UGGT2,ERN1,UGGT1,SEL1L,EDEM2,UBXN6,DNAJB1,AMFR,SEC62,SAR1A,SAR1B,SEC63,BCAP31,SIL1,EIF2AK1,EIF2AK3,EIF2AK2,ERO1B,YOD1,ERO1A,PPP1R15A,UBQLN2,HSP90AA1,CRYAB,PRKN,BAX,CRYAA,HSPA1B,HSPA1A,DDOST,MAP2K7,SVIP,DAD1,SEC31B,HSPBP1,HSPA1L,SEL1L2,HERPUD1,SELENOS,EIF2S1,UBQLN1,UBQLN4,SEC31A,UBE2G1,XBP1,P4HB,TRAF2,PDIA6,PDIA4,PDIA3,VCP,MAN1C1,LMAN1,LMAN2,SEC61G,PLAA,SEC61B,CALR,CAPN2,SSR1,SSR2,SSR3,SSR4,SEC61A2,UBQLN3,LMAN1L,ATF6B,ATF6,SEC61A1,CKAP4,BCL2
Autophagy - animal - Homo sapiens (human)	path:hsa04140	KEGG	BCL2L1,NRAS,STK11,RUBCN,AKT1,AKT2,AKT3,ZFYVE1,PIK3C3,PIK3CA,PIK3CB,PIK3CD,MAP3K7,GABARAP,AKT1S1,MTMR4,MTMR3,IGF1R,DDIT4,WIPI2,CTSB,WIPI1,CTSD,SH3GLB1,ATG2A,PRAP1,KRAS,PPP2CA,PPP2CB,SNAP29,PTEN,HRAS,RRAS2,HIF1A,EIF2AK4,RRAS,TRAF6,RAF1,PIK3R4,PIK3R3,PIK3R2,PIK3R1,ATG9A,ATG9B,RAB7B,RAB7A,BECN1,SUPT20H,BECN2,MRAS,ATG10,ATG12,ATG13,ATG14,TP53INP2,ITPR1,BNIP3,ATG2B,DEPTOR,INS,CAMKK2,MAP2K1,MAPK10,TSC2,TSC1,MAPK3,RPS6KB1,RPS6KB2,CFLAR,MAPK1,MAPK8,MAPK9,ERN1,IGBP1,MTMR14,AMBRA1,MTOR,LAMP2,LAMP1,MLST8,NRBF2,RAB33B,IRS4,EIF2AK3,IRS1,IRS2,PRKACG,PRKACA,STX17,PRKACB,RHEB,VMP1,ATG101,HMGB1,PRKAA2,PRKAA1,MAP2K2,BAD,CTSL,RB1CC1,EIF2S1,RPTOR,GABARAPL1,GABARAPL2,ATG16L1,ATG16L2,UVRAG,ATG3,ATG7,ATG5,DAPK3,DAPK2,DAPK1,ULK2,RRAGD,ULK1,RRAGA,RRAGC,RRAGB,PRKCD,ATG4C,ATG4B,ATG4A,ATG4D,PRKCQ,VAMP8,PDPK1,BCL2
Lysosome - Homo sapiens (human)	path:hsa04142	KEGG	MAN2B1,GNPTAB,AP1M1,AGA,LAPTM5,NAPSA,PPT1,PPT2,ATP6AP1,AP1M2,CLN5,CLN3,ATP6V0D2,ATP6V0D1,GUSB,LIPA,ENTPD4,CTSL,CTSO,CTSA,CTSB,CTSC,CTSD,CTSE,CTSF,AP3M1,CTSZ,CTSS,ABCB9,CTSV,CTSW,MANBA,SCARB2,HYAL1,GM2A,LITAF,GBA,ATP6V1H,CLTA,CLTC,CLTB,AP4B1,DNASE2B,SUMF1,SLC11A2,SLC11A1,AP4S1,NPC2,NPC1,PLA2G15,LGMN,CTSH,AP1G1,AP1G2,PSAP,TCIRG1,ATP6V0A1,ATP6V0A2,SORT1,ACP5,ACP2,GLA,IDS,AP3M2,SMPD1,HGSNAT,IGF2R,AP3D1,ATP6V0B,ATP6V0C,CTSK,CD63,NAGLU,CD68,GGA1,GGA3,GGA2,LAMP3,LAMP2,LAMP1,GALC,IDUA,SLC17A5,GLB1,ABCA2,SGSH,NEU1,GNS,NAGPA,HEXB,LAPTM4A,LAPTM4B,AP3S2,AP3S1,AP1S1,AP1S2,AP1S3,AP3B1,ATP6V0A4,AP3B2,ASAH1,DNASE2,AP1B1,GAA,MFSD8,GNPTG,TPP1,AP4M1,GALNS,AP4E1,MCOLN1,NAGA,CLTCL1,CTSG,CTNS,ARSG,ARSA,ARSB,HEXA,PSAPL1,CD164,FUCA1,M6PR
Other glycan degradation - Homo sapiens (human)	path:hsa00511	KEGG	MAN2C1,NEU2,MANBA,GBA,HEXA,HEXB,GLB1,FUCA1,NEU1,AGA,MAN2B1,NEU4,MAN2B2,GBA2,ENGASE,HEXDC,FUCA2,NEU3
Alzheimer disease - Homo sapiens (human)	path:hsa05010	KEGG	MT-CO1,MT-CO2,MT-CO3,PPP3R2,NDUFB9,NDUFB8,NDUFB7,NDUFB6,NDUFB5,NDUFB4,NDUFB3,NDUFB2,NDUFB1,UQCRQ,CASP12,UQCRH,UQCRB,ATP5F1C,NDUFAB1,CALM2,CALM3,CALM1,NDUFC2-KCTD14,RYR3,CACNA1C,CACNA1D,APBB1,CACNA1F,NDUFB10,NDUFA10,CAPN2,NDUFA12,FADD,GRIN1,CACNA1S,CALML3,LPL,COX6A1,COX6A2,APP,GSK3B,MAPK1,UQCRFS1,UQCRC2,UQCRC1,HSD17B10,ATP2A1,ATP2A2,NOS1,GAPDH,NCSTN,PSENEN,COX6B2,COX7B2,APOE,MT-ATP8,MT-CYB,UQCRHL,CDK5R1,COX6C,COX8C,PLCB1,PLCB2,PLCB3,PLCB4,NDUFV2,COX6B1,COX8A,APH1A,ITPR2,ITPR3,COX7A2,ITPR1,ATP5PO,GNAQ,TNFRSF1A,ATP5PD,ATP5F1E,ATP5PF,CALML6,CALML5,CALML4,SNCA,PPP3R1,NDUFB11,COX7A1,GRIN2D,IL1B,IDE,NDUFV3,APH1B,NDUFV1,PSEN2,PSEN1,ATP2A3,MAPK3,BACE1,NAE1,ERN1,NDUFA11,NDUFA6,NDUFA7,NDUFA4,NDUFA5,NDUFA2,NDUFA3,NDUFA1,NDUFA13,NDUFA8,NDUFA9,COX4I2,COX4I1,MT-ATP6,LRP1,EIF2AK3,ATP5F1D,APAF1,MME,COX7B,COX7C,COX5A,COX5B,UQCR10,UQCR11,CYCS,ATP5F1A,ADAM10,BAD,ATP5PB,ATP5F1B,ADAM17,ATP5MC1,ATP5MC3,ATP5MC2,GRIN2C,FAS,BID,GRIN2A,CAPN1,NDUFA4L2,PPP3CC,NDUFC1,NDUFC2,MAPT,RTN4,RTN3,SDHA,TNF,SDHC,CDK5,COX7A2L,CASP7,BACE2,ATF6,CASP3,CYC1,CASP8,CASP9,GRIN2B,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,PPP3CA,PPP3CB,SDHB,SDHD
Base excision repair - Homo sapiens (human)	path:hsa03410	KEGG	HMGB1,MUTYH,POLE,FEN1,POLB,XRCC1,POLL,OGG1,APEX1,POLD1,POLD2,APEX2,POLD4,LIG1,LIG3,NEIL1,PCNA,PARP4,PARP1,PARP2,PARP3,UNG,SMUG1,MPG,TDG,MBD4,POLE4,POLE3,POLE2,NEIL3,NEIL2,POLD3,NTHL1
Carbohydrate digestion and absorption - Homo sapiens (human)	path:hsa04973	KEGG	FXYD2,PIK3CD,G6PC3,G6PC2,AKT1,AKT2,AKT3,GNAT3,SLC37A4,HKDC1,PIK3CA,MGAM,CACNA1D,PIK3R3,PIK3R2,PIK3R1,MGAM2,PLCB2,PRKCB,AMY2A,AMY2B,HK2,HK3,ATP1B4,HK1,ATP1B2,ATP1B3,ATP1B1,LCT,SLC5A1,SLC2A5,G6PC,SLC2A2,SI,ATP1A4,ATP1A3,ATP1A2,ATP1A1,TAS1R3,TAS1R2,AMY1A,PIK3CB,AMY1C,AMY1B
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	path:hsa05014	KEGG	BCL2L1,TOMM40,TOMM40L,PPP3R2,PPP3R1,GRIA2,GRIA1,CCS,CAT,MAPK14,BAD,MAPK11,MAPK12,MAPK13,DAXX,NEFM,NEFL,BID,SOD1,NEFH,MAP3K5,DERL1,GRIN1,APAF1,NOS1,RAB5A,RAC1,CASP12,ALS2,TNF,BAX,TP53,MAP2K3,TNFRSF1B,CASP3,CYCS,CASP1,MAP2K6,TNFRSF1A,GPX1,PRPH,CASP9,GRIN2B,GRIN2C,GRIN2A,GRIN2D,PPP3CA,PPP3CB,PPP3CC,SLC1A2,BCL2
Vasopressin-regulated water reabsorption - Homo sapiens (human)	path:hsa04962	KEGG	DYNLL1,DYNLL2,ADCY9,DCTN2,RAB5A,DCTN1,DCTN6,DCTN4,DCTN5,DYNC1I1,DYNC1I2,NSF,RAB11A,ARHGDIG,RAB11B,ARHGDIB,ARHGDIA,DYNC2LI1,AQP4,AQP2,AQP3,RAB5C,RAB5B,CREB5,CREB3,CREB1,DYNC1LI1,DYNC1LI2,DYNC1H1,DYNC2H1,ADCY6,VAMP2,GNAS,AVPR2,ADCY3,AVP,STX4,CREB3L2,CREB3L3,PRKACG,CREB3L1,PRKACA,CREB3L4,PRKACB
Huntington disease - Homo sapiens (human)	path:hsa05016	KEGG	DNAH14,MT-CO1,TGM2,MT-CO3,DNAH10,DNAH11,DNAH12,NDUFB8,NDUFB7,NDUFB6,NDUFB5,NDUFB4,NDUFB3,NDUFB2,NDUFB1,UQCRQ,DNAH17,UQCRH,BDNF,UQCRB,ATP5F1C,NDUFAB1,DLG4,NDUFC2-KCTD14,NDUFB11,NDUFB10,TAF4B,NDUFA10,NDUFA11,NDUFA12,NDUFA13,GRIN1,SOD2,IFT57,SOD1,SP1,CREB5,CREB3,SLC25A6,SLC25A5,SLC25A4,NDUFB9,COX6A1,COX6A2,UQCRFS1,UQCRC2,UQCRC1,COX8C,DCTN2,MT-CO2,CLTA,CLTC,CLTB,COX6B1,COX6B2,AP2B1,COX7B2,DNAI1,AP2S1,DNAI2,PPARGC1A,POLR2J2,UQCRHL,GRM5,COX6C,PLCB1,PLCB2,PLCB3,PLCB4,MT-CYB,COX8A,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,COX7A2,ITPR1,POLR2I,POLR2H,POLR2K,POLR2J,DNAH2,TBPL2,TBPL1,TAF4,DNAH6,GNAQ,DNAH5,ATP5F1D,ATP5F1E,ATP5PF,DNAH9,ATP5F1A,ATP5PB,COX7C,GPX1,HTT,DNAH3,CREBBP,POLR2J3,HDAC1,HDAC2,RCOR1,CLTCL1,VDAC3,VDAC2,VDAC1,DCTN1,DCTN4,NDUFV3,NDUFV2,NDUFV1,AP2M1,DNALI1,DNAH1,MT-ATP8,COX7A2L,APAF1,NDUFA6,NDUFA7,NDUFA4,NDUFA5,NDUFA2,NDUFA3,NDUFA1,NDUFA8,NDUFA9,COX4I2,COX4I1,ATP5PO,CYCS,TP53,EP300,MT-ATP6,DNAH7,ATP5PD,TBP,SLC25A31,COX7B,DNAH8,NRF1,COX5A,COX5B,UQCR10,UQCR11,BAX,ATP5F1B,COX7A1,ATP5MC1,ATP5MC3,ATP5MC2,HIP1,BBC3,GRIN2B,NDUFS1,CREB3L1,NDUFA4L2,SIN3A,NDUFC1,NDUFC2,TFAM,CREB3L4,PPARG,REST,SDHA,AP2A1,CREB1,AP2A2,UCP1,SDHC,PPIF,HAP1,CASP3,CYC1,CASP8,CASP9,CREB3L2,CREB3L3,NDUFS2,NDUFS3,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,DNAL4,SDHB,SDHD,DNAL1
Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	KEGG	HSD17B12,SCP2,SCD,TECR,ACAA1,HSD17B4,SCD5,FADS1,ACOT7,ACOT4,FADS2,ACOT2,ACOT1,HACD1,HACD3,HACD2,HACD4,ACOX3,ACOX1,BAAT,ELOVL6,ELOVL7,ELOVL4,ELOVL5,ELOVL2,ELOVL3,ELOVL1
Gap junction - Homo sapiens (human)	path:hsa04540	KEGG	EGF,TUBA3C,TUBA3E,TUBA3D,MAP3K2,CSNK1D,HTR2A,GJD2,PRKG2,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,TUBB4B,TUBB4A,ADCY8,ADCY9,GRB2,GUCY1B1,HRAS,ADRB1,TUBA1C,TUBA1B,TUBA1A,GUCY1A1,GUCY1A2,PRKG1,HTR2C,HTR2B,GRM5,GRM1,PLCB1,PLCB2,PLCB3,PLCB4,TUBB8,TUBB6,TUBB3,TUBB1,ITPR2,ITPR3,ITPR1,TUBB2A,TUBB2B,GJA1,TUBAL3,GNAQ,GNAS,TUBB,PDGFRB,PDGFRA,TUBA8,GNAI2,GNAI3,GNAI1,MAPK3,MAPK1,MAPK7,RAF1,SRC,TJP1,SOS2,SOS1,CDK1,PRKACG,PRKACA,PRKACB,LPAR1,EGFR,MAP2K2,MAP2K1,MAP2K5,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PRKCA,PRKCB,PRKCG,TUBA4A,DRD2,DRD1,GNA11
Nicotine addiction - Homo sapiens (human)	path:hsa05033	KEGG	GABRG3,GRIA3,GABRR2,GRIA1,GRIA4,GABRA5,GABRA4,GABRA6,GABRA1,GABRA3,GABRA2,CACNA1A,CACNA1B,CHRNB2,GRIN3A,GRIA2,GRIN3B,GABRG2,GRIN1,GABRG1,GABRR3,CHRNA4,CHRNA6,CHRNA7,GABRB1,GABRB2,GABRB3,GABRR1,SLC17A8,SLC32A1,SLC17A7,GABRQ,GABRP,GRIN2B,GRIN2C,GRIN2A,GRIN2D,GABRE,GABRD,SLC17A6
FoxO signaling pathway - Homo sapiens (human)	path:hsa04068	KEGG	PCK2,PCK1,PLK1,PRKAG3,PLK2,PLK4,IKBKB,AKT1,AKT2,AKT3,ARAF,EGF,EP300,GADD45A,GADD45B,PIK3CD,GADD45G,PRKAG1,CSNK1E,PLK3,CDKN2B,IGF1R,STK11,SOD2,CDKN2D,PRMT1,FASLG,SMAD2,MDM2,SETD7,KRAS,SOS1,CCND1,SLC2A4,IL10,GRB2,IL7R,TNFSF10,CDKN1B,CDKN1A,G6PC3,IRS1,PTEN,PIK3R3,PIK3R2,PIK3R1,NLK,GRM1,SIRT1,IGF1,PRKAB2,PRKAB1,CHUK,RAG2,ATG12,RAG1,HRAS,STAT3,BNIP3,G6PC,INS,FBXO32,PIK3CA,PIK3CB,CREBBP,SMAD4,ATM,MAP2K1,SMAD3,MAPK14,CCNG2,MAPK10,MAPK11,MAPK12,MAPK13,GABARAP,RAF1,SKP2,S1PR1,S1PR4,MAPK3,MAPK1,FBXO25,MAPK8,MAPK9,C8orf44-SGK3,TGFBR2,TGFBR1,RBL2,AGAP2,CCND2,CAT,SGK3,SGK2,SGK1,IRS4,FOXO1,IRS2,IL6,CDK2,SOS2,TGFB1,TGFB2,TGFB3,FOXG1,EGFR,PRKAA2,PRKAA1,USP7,FOXO3,MAP2K2,INSR,FOXO6,FOXO4,GABARAPL1,GABARAPL2,NRAS,KLF2,HOMER1,HOMER3,HOMER2,PRKAG2,PDPK1,BCL2L11,CCNB3,CCNB2,CCNB1,BRAF,STK4,BCL6,G6PC2
African trypanosomiasis - Homo sapiens (human)	path:hsa05143	KEGG	IDO2,IDO1,IL12B,IL12A,HBB,PLCB4,IL1B,APOA1,FAS,PRKCA,ICAM1,MYD88,APOL1,PLCB1,PLCB2,PLCB3,LAMA4,IFNG,HPR,PRKCB,PRKCG,THOP1,TNF,FASLG,VCAM1,HBA1,HBA2,IL18,GNAQ,IL10,SELE,IL6,F2RL1,TLR9
Gastric acid secretion - Homo sapiens (human)	path:hsa04971	KEGG	KCNE2,SLC9A1,SLC4A2,CALML6,PLCB3,CALML5,GNAQ,ADCY2,ATP1B1,CALML4,GNAI2,GAST,GNAI1,SLC9A4,ITPR1,CALM2,CALM3,CALM1,CCKBR,KCNK2,GNAI3,KCNK10,PRKCA,SSTR2,HRH2,PRKACA,MYLK4,ADCY6,PLCB1,PLCB2,KCNJ10,PLCB4,KCNJ16,KCNJ15,KCNJ2,CAMK2D,CHRM3,ATP1B4,CAMK2G,ATP1B2,MYLK3,CAMK2B,CAMK2A,PRKCB,ADCY7,PRKCG,SLC26A7,ITPR2,ITPR3,KCNQ1,ATP1B3,ATP4A,ADCY4,ADCY5,KCNJ1,CA2,ADCY1,ATP4B,GNAS,CALML3,SST,ADCY3,ADCY8,MYLK,EZR,ADCY9,PRKACG,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PRKACB,MYLK2,ACTB,CFTR
